"county.ind","state.county","yr","glyphosate","diffPCP","diffPCP.9403","diffPCP.0418"
83,"18157",2006,0.974304206249412,-18.589468,1.35001999999997,-31.8824599999999
83,"18157",2007,1,-128.893868,-108.95438,-142.18686
83,"18157",2008,1,20.090732,40.03022,6.79774000000009
83,"18157",2009,1,47.7925319999999,67.7320199999999,34.49954
83,"18157",2010,1,80.5248319999999,100.46432,67.23184
83,"18157",2011,1,185.554432,205.49392,172.26144
83,"18157",2012,1,-188.926668,-168.98718,-202.21966
83,"18157",2013,1,-1.53666800000008,18.4028199999999,-14.82966
83,"18157",2014,1,38.9769319999999,58.9164199999999,25.68394
83,"18157",2015,1,84.7193319999999,104.65882,71.42634
83,"18157",2016,0.966838889562174,-16.746768,3.19272000000001,-30.0397599999999
83,"18157",2017,1,189.752932,209.69242,176.45994
83,"18157",2018,0.97613332158614,-24.3808680000001,-4.44138000000009,-37.67386
84,"18159",1994,0.105614439701524,-26.1552,-5.25978000000009,-40.0854800000001
84,"18159",1995,0.207475274242362,-109.3748,-88.47938,-123.30508
84,"18159",1996,0.180443837356091,20.5334,41.42882,6.60311999999999
84,"18159",1997,0.325954291819176,-123.9865,-103.09108,-137.91678
84,"18159",1998,0.481613306873469,244.1731,265.06852,230.24282
84,"18159",1999,0.725902128431751,-175.2954,-154.39998,-189.22568
84,"18159",2000,0.485054774670551,-103.6022,-82.70678,-117.53248
84,"18159",2001,0.663738849042065,-32.4884,-11.59298,-46.41868
84,"18159",2002,0.760989380224902,-74.2814,-53.38598,-88.21168
84,"18159",2003,0.77507687157409,171.5232,192.41862,157.59292
84,"18159",2004,0.733858962560943,40.3122,61.2076199999999,26.3819199999999
84,"18159",2005,0.822665690730124,-102.799,-81.90358,-116.72928
84,"18159",2006,0.838097243483842,51.5421,72.4375199999999,37.61182
84,"18159",2007,0.946429258209827,-161.9423,-141.04688,-175.87258
84,"18159",2008,1,-10.7302,10.16522,-24.66048
84,"18159",2009,1,-12.3824999999999,8.51292000000001,-26.31278
84,"18159",2010,0.800627229847633,104.1452,125.04062,90.21492
84,"18159",2011,0.929406930111857,97.979,118.87442,84.04872
84,"18159",2012,0.862551707152038,-218.4897,-197.59428,-232.41998
84,"18159",2013,1,77.7777,98.6731199999999,63.8474199999999
84,"18159",2014,0.916486959073553,24.9487,45.84412,11.01842
84,"18159",2015,0.91419034147122,137.4462,158.34162,123.51592
84,"18159",2016,0.96145209021167,-65.0967000000001,-44.2012800000001,-79.0269800000001
84,"18159",2017,0.882410448860788,181.374,202.26942,167.44372
84,"18159",2018,0.777943296271179,64.8695,85.76492,50.93922
85,"18169",1994,0.0776132877718275,-3.57474400000001,-17.36437,5.61833999999999
85,"18169",1995,0.122476104762663,-40.512144,-54.30177,-31.31906
85,"18169",1996,0.0850236559120601,93.190756,79.40113,102.38384
85,"18169",1997,0.116521666717405,9.44995600000004,-4.33966999999996,18.64304
85,"18169",1998,0.442556644603901,117.549256,103.75963,126.74234
85,"18169",1999,0.526413811418594,-129.580744,-143.37037,-120.38766
85,"18169",2000,0.633091902160794,-26.301044,-40.09067,-17.10796
85,"18169",2001,0.649167139213246,41.900256,28.11063,51.09334
85,"18169",2002,0.915951945448215,-107.466844,-121.25647,-98.27376
85,"18169",2003,0.687272218355807,183.241556,169.45193,192.43464
85,"18169",2004,0.811904558608397,56.836956,43.04733,66.03004
85,"18169",2005,0.75796863001367,-182.907044,-196.69667,-173.71396
85,"18169",2006,0.903253661225092,56.284956,42.49533,65.47804
85,"18169",2007,0.875507719908366,-113.949944,-127.73957,-104.75686
85,"18169",2008,1,-79.160944,-92.95057,-69.96786
85,"18169",2009,1,-10.6361440000001,-24.4257700000001,-1.44306000000006
85,"18169",2010,0.748174105416591,-1.01094399999999,-14.80057,8.18214
85,"18169",2011,0.734235657324436,38.066556,24.27693,47.25964
85,"18169",2012,0.791723663684193,-260.854344,-274.64397,-251.66126
85,"18169",2013,0.939721747821587,120.590156,106.80053,129.78324
85,"18169",2014,1,-73.951744,-87.74137,-64.75866
85,"18169",2015,0.779086345541551,101.537356,87.74773,110.73044
85,"18169",2016,0.973748212039156,17.795956,4.00633000000005,26.98904
85,"18169",2017,0.818365387514708,157.694956,143.90533,166.88804
85,"18169",2018,0.784675866763167,35.767956,21.97833,44.96104
86,"18171",1994,0.138370043350097,38.3621119999999,46.32853,33.0511666666666
86,"18171",1995,0.153129722697389,-58.927588,-50.9611699999999,-64.2385333333333
86,"18171",1996,0.214650861231234,36.793012,44.7594300000001,31.4820666666667
86,"18171",1997,0.186034073843548,-130.086888,-122.12047,-135.397833333333
86,"18171",1998,0.556126835608623,124.111712,132.07813,118.800766666667
86,"18171",1999,0.550812062352975,-151.936488,-143.97007,-157.247433333333
86,"18171",2000,0.780115920423237,-64.342788,-56.37637,-69.6537333333333
86,"18171",2001,0.699805649749335,-105.686488,-97.72007,-110.997433333333
86,"18171",2002,0.727642435431162,171.195912,179.16233,165.884966666667
86,"18171",2003,0.752324015931047,60.853312,68.81973,55.5423666666667
86,"18171",2004,0.914991681976765,143.410612,151.37703,138.099666666667
86,"18171",2005,0.91060787156163,-159.336788,-151.37037,-164.647733333333
86,"18171",2006,0.93833751765657,34.150312,42.1167300000001,28.8393666666667
86,"18171",2007,1,-165.342588,-157.37617,-170.653533333333
86,"18171",2008,1,-31.768588,-23.8021699999999,-37.0795333333333
86,"18171",2009,1,26.8055119999999,34.77193,21.4945666666666
86,"18171",2010,0.997614684478663,18.9268119999999,26.89323,13.6158666666666
86,"18171",2011,1,117.147012,125.11343,111.836066666667
86,"18171",2012,0.911415897248612,-136.289588,-128.32317,-141.600533333333
86,"18171",2013,1,-38.403188,-30.4367699999999,-43.7141333333333
86,"18171",2014,1,64.313312,72.2797300000001,59.0023666666667
86,"18171",2015,1,102.005512,109.97193,96.6945666666667
86,"18171",2016,0.969164309051491,42.6542119999999,50.62063,37.3432666666666
86,"18171",2017,1,118.117512,126.08393,112.806566666667
86,"18171",2018,0.965776229239021,-56.7258880000001,-48.75947,-62.0368333333333
87,"18179",1994,0.139716379257712,-101.259796,-101.43867,-101.140546666667
87,"18179",1995,0.512655093992094,-62.5314959999999,-62.71037,-62.4122466666666
87,"18179",1996,0.589009482302161,44.106704,43.92783,44.2259533333333
87,"18179",1997,0.540655301927788,-21.456296,-21.63517,-21.3370466666667
87,"18179",1998,0.616584372556976,147.346404,147.16753,147.465653333333
87,"18179",1999,0.61966550247549,-139.205996,-139.38487,-139.086746666667
